gbifid,datasetkey,occurrenceid,kingdom,phylum,class,order,family,genus,species,infraspecificepithet,taxonrank,scientificname,countrycode,locality,publishingorgkey,decimallatitude,decimallongitude,coordinateuncertaintyinmeters,coordinateprecision,elevation,elevationaccuracy,depth,depthaccuracy,eventdate,day,month,year,taxonkey,specieskey,basisofrecord,institutioncode,collectioncode,catalognumber,recordnumber,identifiedby,license,rightsholder,recordedby,typestatus,establishmentmeans,lastinterpreted,mediatype,issue
1322191172,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3dcb02432-3c9f-4ea9-981c-3841b43b6c56,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,Plethodon cinereus,,SPECIES,Plethodon cinereus (Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322189828,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3dc9ef41a-f361-454d-b806-c5a8140b64e1,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,Plethodon cinereus,,SPECIES,Plethodon cinereus (Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322189805,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3dc9e3737-7ead-4321-9865-830b6315c05e,Animalia,Chordata,Amphibia,Caudata,Proteidae,Necturus,Necturus maculosus,,SPECIES,Necturus maculosus (Rafinesque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322189404,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3dc9dfe18-4a2f-4816-9393-bc8e322a610d,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Euproctus,Euproctus montanus,,SPECIES,Euproctus montanus (Savi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322185852,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3dc72eb8e-6eab-420a-9867-e2be73e5260a,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,Ambystoma macrodactylum,,SPECIES,Ambystoma macrodactylum Baird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322184079,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3dc5ff1e8-a5f0-405b-81a5-2e00b71be115,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,Plethodon glutinosus,,SPECIES,Plethodon glutinosus (Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322181333,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3dc43a7a3-835c-4636-8aad-37aaf6ef8864,Animalia,Chordata,Amphibia,Caudata,Proteidae,Necturus,Necturus maculosus,,SPECIES,Necturus maculosus (Rafinesque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322177054,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3dc10492b-5292-440b-be98-7973aa8a0d4c,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,,,GENUS,Ambystoma Tschudi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322172424,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3dbdd40ba-6b6b-4512-851f-22a5ea36f2b8,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Notophthalmus,Notophthalmus viridescens,viridescens,SUBSPECIES,Notophthalmus viridescens viridescens,US,Oakland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322172254,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3dbdb8ef4-84e2-4e62-b957-a5504558d42d,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Bolitoglossa,Bolitoglossa robusta,,SPECIES,Bolitoglossa robusta (Cope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322165032,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3db8ad598-104e-4226-9848-05c1498cda23,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,,,GENUS,Desmognathus Baird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322164910,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3db89ba80-4105-4698-92ed-f496b91f99c7,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,,,GENUS,Ambystoma Tschudi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322163464,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3db78fb8b-1a05-4328-a0ff-5823ed982b5b,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Notophthalmus,Notophthalmus viridescens,viridescens,SUBSPECIES,Notophthalmus viridescens viridescens,US,Crabbottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322159653,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3db4d393c-fba9-4847-b364-358202e506d1,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Batrachoseps,Batrachoseps attenuatus,,SPECIES,Batrachoseps attenuatus (Eschscholtz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322155460,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3db20d161-617c-4578-b7b8-9a6b6b40d73c,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,Desmognathus fuscus,,SPECIES,Desmognathus fuscus (Rafinesque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322152946,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3db02fce9-bb0d-4b3f-a88d-96e43509e014,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,Ambystoma texanum,,SPECIES,Ambystoma texanum (Matthes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322148312,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3dacfc344-2fe9-4edb-8eb3-80da7d35a7ec,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Batrachoseps,Batrachoseps attenuatus,,SPECIES,Batrachoseps attenuatus (Eschscholtz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322144006,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3da9de81c-0e0d-4080-9af9-3f4f0795f07b,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Eurycea,Eurycea spelaea,,SPECIES,Eurycea spelaea (Stejneger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322142698,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3da8e2fea-0e74-49bc-8c1d-dd39e448b1da,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Notophthalmus,Notophthalmus viridescens,viridescens,SUBSPECIES,Notophthalmus viridescens viridescens,US,OSCEOLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322138146,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3da5a57c6-7211-445d-b13d-8b34099bf89e,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,Ambystoma tigrinum,,SPECIES,Ambystoma tigrinum (Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322136370,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3da42f941-a498-4aed-a35c-f42a57d53ba2,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,Ambystoma macrodactylum,,SPECIES,Ambystoma macrodactylum Baird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322126910,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3d9d87608-13e2-4827-93f3-9796ec4a71b4,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,Desmognathus fuscus,,SPECIES,Desmognathus fuscus (Rafinesque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322126448,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3d9d57ce7-4bdc-495a-816e-a98d039f7670,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Notophthalmus,Notophthalmus viridescens,viridescens,SUBSPECIES,Notophthalmus viridescens viridescens,US,HINTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322117215,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3d96c2b56-1c03-4860-858f-6294bbbec067,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Notophthalmus,Notophthalmus viridescens,louisianensis,SUBSPECIES,Notophthalmus viridescens louisianensis (Wolterstorff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322115893,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3d95e94a7-fa97-425c-a89a-f8719b47973d,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Eurycea,Eurycea longicauda,longicauda,SUBSPECIES,Eurycea longicauda longicauda,US,No Further Locality Data,bc092ff0-02e4-11dc-991f-b8a03c50a862,,,,,,,,,1887-01-01T01:00Z,,,1887,7193826,5218348,PRESERVED_SPECIMEN,USNM,Amphibians & Reptiles,57200,,,CC0_1_0,,,,,2018-03-05T22:28Z,,
1322115052,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3d9557f3a-d37e-47d2-83b7-5e7bd93c55fa,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,Ambystoma macrodactylum,,SPECIES,Ambystoma macrodactylum Baird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322110845,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3d9235708-685c-4bf4-a749-00bbb0e482a8,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,Ambystoma tigrinum,,SPECIES,Ambystoma tigrinum (Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322105821,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3d8ea93f1-642f-4e22-bd9f-9cd6d1386f1a,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,Ambystoma tigrinum,,SPECIES,Ambystoma tigrinum (Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322099461,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3d8a2fd96-ca62-4211-b3fc-58b16a923c28,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Aneides,Aneides lugubris,,SPECIES,Aneides lugubris (Hallowell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322099161,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3d8a01683-293a-48b3-8d58-39bf0989409d,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Eurycea,Eurycea bislineata,,SPECIES,Eurycea bislineata (Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322096067,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3d87c2765-e659-4178-bbb9-1504ca8ae9be,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,Ambystoma tigrinum,,SPECIES,Ambystoma tigrinum (Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322091110,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3d84648cf-0768-4edf-bc34-53a37acf7d84,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,Desmognathus fuscus,,SPECIES,Desmognathus fuscus (Rafinesque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322083152,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3d7edfa4c-c2ee-4b57-8d10-f9bd19cb95b8,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Taricha,Taricha granulosa,granulosa,SUBSPECIES,Taricha granulosa granulosa,US,Hassler Harbor,bc092ff0-02e4-11dc-991f-b8a03c50a862,,,,,,,,,1882-08-01T01:00Z,,8,1882,6170230,2431920,PRESERVED_SPECIMEN,USNM,Amphibians & Reptiles,13560,,,CC0_1_0,,,,,2018-03-05T22:27Z,,
1322079531,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3d7c4aec4-1331-4b1f-a436-ced42fec25ec,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Eurycea,Eurycea bislineata,,SPECIES,Eurycea bislineata (Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322078420,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3d7b880f2-047a-4b68-ac83-b5831e9006b6,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,Desmognathus fuscus,,SPECIES,Desmognathus fuscus (Rafinesque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322077717,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3d7b0ae15-fee0-464e-bedb-89a8a3a0f13c,Animalia,Chordata,Amphibia,Caudata,Sirenidae,Siren,Siren lacertina,,SPECIES,Siren lacertina Ã–sterdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322072542,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3d77583f4-2da3-4e33-94ac-92c1c182c6f5,Animalia,Chordata,Amphibia,Caudata,Sirenidae,Siren,Siren lacertina,,SPECIES,Siren lacertina Ã–sterdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322061677,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3d6f9f9dc-39c0-4ea9-b888-b7476cccfdbf,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Salamandrina,Salamandrina terdigitata,,SPECIES,Salamandrina terdigitata (Bonnaterre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322060848,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3d6f1cc70-21bf-4e04-9e3d-1b0a346c8bf9,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,Ambystoma tigrinum,,SPECIES,Ambystoma tigrinum (Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322057650,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3d6cc3703-785f-4741-b70e-a5c0ab1ee43f,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Notophthalmus,Notophthalmus viridescens,viridescens,SUBSPECIES,Notophthalmus viridescens viridescens,US,Horsepen Creek,bc092ff0-02e4-11dc-991f-b8a03c50a862,,,,,,,,,1900-07-31T01:00Z,31,7,1900,7193833,5218390,PRESERVED_SPECIMEN,USNM,Amphibians & Reptiles,33650,,,CC0_1_0,,,,,2018-03-05T22:27Z,,
1322056328,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3d6bddf83-fd59-4a1f-af51-05f59bd4836f,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,Desmognathus fuscus,,SPECIES,Desmognathus fuscus (Rafinesque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322055874,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3d6b8b63d-c0da-4d53-8421-7c1703bde228,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Eurycea,Eurycea rathbuni,,SPECIES,Eurycea rathbuni (Stejneger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322055187,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3d6b0b56b-79d2-4865-9ba4-fabb82ddb115,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Notophthalmus,Notophthalmus viridescens,viridescens,SUBSPECIES,Notophthalmus viridescens viridescens,US,Oakland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322051200,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3d68459fa-f5c6-4b00-97fe-28bde27a48e4,Animalia,Chordata,Amphibia,Caudata,Hynobiidae,Onychodactylus,Onychodactylus japonicus,,SPECIES,Onychodactylus japonicus (Houttuyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322049947,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3d6762291-497e-460b-a376-565fa4cdbaac,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,Ambystoma gracile,,SPECIES,Ambystoma gracile (Baird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322048197,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3d66254be-976f-4511-a80e-ee3140fd0d4d,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Taricha,Taricha sierrae,sierrae,SUBSPECIES,Taricha torosa sierrae (Twitty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322045397,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3d6429f54-0577-450c-963c-3a3f471d925a,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,Plethodon cinereus,,SPECIES,Plethodon cinereus (Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322044342,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3d636fd22-eae4-424f-aba0-d53d8e458093,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,Ambystoma macrodactylum,,SPECIES,Ambystoma macrodactylum Baird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322043767,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3d63034a1-38fa-4c77-b6dd-f120e9e2be48,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,Plethodon cinereus,,SPECIES,Plethodon cinereus (Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322038985,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3d5face5a-bef4-4f22-af5b-e31b53737f17,Animalia,Chordata,Amphibia,Caudata,,,,,ORDER,Caudata,US,Roan Mountain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322036505,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3d5de6fbf-e2f4-4da4-b4be-974d61f560b4,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,Desmognathus fuscus,,SPECIES,Desmognathus fuscus (Rafinesque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322035966,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3d5d9848d-d7b7-46b4-8444-60c2311c7f4d,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,Desmognathus ochrophaeus,,SPECIES,Desmognathus ochrophaeus Cope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322035162,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3d5cf24a7-ab98-4897-befa-067cf349cb70,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,,,GENUS,Ambystoma Tschudi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322035150,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3d5cf1927-943f-432f-b5c3-c306adb37373,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Salamandra,Salamandra salamandra,gigliolii,SUBSPECIES,Salamandra salamandra gigliolii Eiselt & Lanza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322032175,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3d5acd40b-8c44-4d1f-897b-c9d8495c526a,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,Ambystoma maculatum,,SPECIES,Ambystoma maculatum (Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322031968,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3d5ab3f60-5aee-410e-8580-f58afeac0d92,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,Plethodon cinereus,,SPECIES,Plethodon cinereus (Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322027023,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3d5731cad-3b21-4827-837e-972d85a2171e,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Eurycea,Eurycea bislineata,,SPECIES,Eurycea bislineata (Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322025859,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3d565b728-1057-479b-852d-fe80ac742c97,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,Plethodon cinereus,,SPECIES,Plethodon cinereus (Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322013714,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3d4dbb417-ade3-4de5-a146-f12be5993a80,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,Ambystoma macrodactylum,,SPECIES,Ambystoma macrodactylum Baird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322012477,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3d4cccd67-e410-466c-a9a3-c35c04d90a88,Animalia,Chordata,Amphibia,Caudata,Proteidae,Necturus,Necturus maculosus,,SPECIES,Necturus maculosus (Rafinesque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322011802,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3d4c5af01-2d33-446f-85e6-b1e1828a309f,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,Ambystoma macrodactylum,,SPECIES,Ambystoma macrodactylum Baird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322010553,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3d4b85233-a0cd-473a-bf2d-09d83c8888f3,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,Ambystoma macrodactylum,,SPECIES,Ambystoma macrodactylum Baird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322005791,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3d4826705-28bd-47fa-b4dd-6c80ed0f0708,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,Ambystoma macrodactylum,,SPECIES,Ambystoma macrodactylum Baird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321999039,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3d435b17d-da60-4e37-ae46-51e03dcd14cb,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Ensatina,Ensatina eschscholtzii,xanthoptica,SUBSPECIES,Ensatina eschscholtzii xanthoptica Stebbins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321995657,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3d40f0f55-4c03-46cf-9e59-b61d267233ec,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Eurycea,Eurycea bislineata,,SPECIES,Eurycea bislineata (Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321980442,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3d35eb269-3ff7-4f10-b01b-2fdaafbad803,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,Desmognathus fuscus,,SPECIES,Desmognathus fuscus (Rafinesque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321977706,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3d33d8484-a274-4740-826e-c39fb847dab4,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Eurycea,Eurycea longicauda,longicauda,SUBSPECIES,Eurycea longicauda longicauda,US,Baileysville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321974738,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3d31c760f-dc89-410d-b4e2-12a181e44526,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,Ambystoma macrodactylum,,SPECIES,Ambystoma macrodactylum Baird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321971699,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3d2fa0aba-246a-4b95-8a89-872b15e94605,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,Desmognathus fuscus,,SPECIES,Desmognathus fuscus (Rafinesque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321967203,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3d2c6a2ce-4731-41b8-8556-5afcd38eded1,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,Plethodon cinereus,,SPECIES,Plethodon cinereus (Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321962792,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3d2950f16-f6aa-4cc4-b462-576b9a5fb37c,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,Desmognathus fuscus,,SPECIES,Desmognathus fuscus (Rafinesque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321962317,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3d28f2a2d-f22c-4007-aaa8-eb580a161616,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,Desmognathus fuscus,,SPECIES,Desmognathus fuscus (Rafinesque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321959595,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3d271350b-da9f-41fa-8ff4-f13c6058d864,Animalia,Chordata,Amphibia,Caudata,Hynobiidae,Salamandrella,Salamandrella keyserlingii,,SPECIES,Salamandrella keyserlingii Dybowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321959402,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3d2704e55-73be-4ae6-a86d-66d2fa96d8c5,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,Desmognathus fuscus,,SPECIES,Desmognathus fuscus (Rafinesque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321953405,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3d229fd5f-5589-4659-96e5-9bc0fce8ff4e,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,Ambystoma macrodactylum,,SPECIES,Ambystoma macrodactylum Baird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
