taxonid,scientific_name,subspecies,rank,subpopulation,category
48267978,Cryptotis venezuelensis,NA,NA,NA,DD
5792,Ctenodactylus gundi,NA,NA,NA,LC
5793,Ctenodactylus vali,NA,NA,NA,DD
5795,Ctenomys argentinus,NA,NA,NA,NT
5796,Ctenomys australis,NA,NA,NA,EN
5797,Ctenomys azarae,NA,NA,NA,VU
136687,Ctenomys bergi,NA,NA,NA,VU
5798,Ctenomys boliviensis,NA,NA,NA,LC
5799,Ctenomys bonettoi,NA,NA,NA,EN
5800,Ctenomys brasiliensis,NA,NA,NA,DD
5801,Ctenomys colburni,NA,NA,NA,DD
136308,Ctenomys coludo,NA,NA,NA,DD
5802,Ctenomys conoveri,NA,NA,NA,LC
136295,Ctenomys coyhaiquensis,NA,NA,NA,DD
136234,Ctenomys dorbignyi,NA,NA,NA,NT
5803,Ctenomys dorsalis,NA,NA,NA,DD
5804,Ctenomys emilianus,NA,NA,NA,NT
136588,Ctenomys famosus,NA,NA,NA,DD
136464,Ctenomys flamarioni,NA,NA,NA,EN
136499,Ctenomys fochi,NA,NA,NA,DD
136601,Ctenomys fodax,NA,NA,NA,DD
115553730,Ctenomys frater,NA,NA,NA,LC
5806,Ctenomys fulvus,NA,NA,NA,LC
136607,Ctenomys goodfellowi,NA,NA,NA,LC
5807,Ctenomys haigi,NA,NA,NA,LC
136281,Ctenomys johannis,NA,NA,NA,DD
136556,Ctenomys juris,NA,NA,NA,DD
5808,Ctenomys knighti,NA,NA,NA,DD
136567,Ctenomys lami,NA,NA,NA,VU
5809,Ctenomys latro,NA,NA,NA,VU
5810,Ctenomys leucodon,NA,NA,NA,LC
5811,Ctenomys lewisi,NA,NA,NA,LC
5812,Ctenomys magellanicus,NA,NA,NA,VU
5813,Ctenomys maulinus,NA,NA,NA,LC
5814,Ctenomys mendocinus,NA,NA,NA,LC
5815,Ctenomys minutus,NA,NA,NA,DD
5817,Ctenomys occultus,NA,NA,NA,EN
5818,Ctenomys opimus,NA,NA,NA,LC
136390,Ctenomys osvaldoreigi,NA,NA,NA,CR
5819,Ctenomys pearsoni,NA,NA,NA,NT
5820,Ctenomys perrensi,NA,NA,NA,LC
5821,Ctenomys peruanus,NA,NA,NA,LC
136289,Ctenomys pilarensis,NA,NA,NA,EN
5822,Ctenomys pontifex,NA,NA,NA,DD
5823,Ctenomys porteousi,NA,NA,NA,NT
136370,Ctenomys pundti,NA,NA,NA,VU
136635,Ctenomys rionegrensis,NA,NA,NA,EN
136633,Ctenomys roigi,NA,NA,NA,CR
5824,Ctenomys saltarius,NA,NA,NA,DD
136568,Ctenomys scagliai,NA,NA,NA,DD
5825,Ctenomys sericeus,NA,NA,NA,DD
5826,Ctenomys sociabilis,NA,NA,NA,CR
5827,Ctenomys steinbachi,NA,NA,NA,LC
5828,Ctenomys talarum,NA,NA,NA,LC
5829,Ctenomys torquatus,NA,NA,NA,LC
5830,Ctenomys tuconax,NA,NA,NA,DD
5831,Ctenomys tucumanus,NA,NA,NA,DD
136826,Ctenomys tulduco,NA,NA,NA,DD
5832,Ctenomys validus,NA,NA,NA,DD
136758,Ctenomys viperinus,NA,NA,NA,DD
136681,Ctenomys yolandae,NA,NA,NA,DD
699,Cuniculus paca,NA,NA,NA,LC
700,Cuniculus taczanowskii,NA,NA,NA,NT
5953,Cuon alpinus,NA,NA,NA,EN
136466,Cuscomys ashaninka,NA,NA,NA,DD
136658,Cuscomys oblativa,NA,NA,NA,DD
6019,Cyclopes didactylus,NA,NA,NA,LC
173393,Cyclopes didactylus Northeastern Brazil subpopulation,NA,NA,Northeastern Brazil subpopulation,DD
41597,Cynictis penicillata,NA,NA,NA,LC
6081,Cynocephalus volans,NA,NA,NA,LC
6082,Cynogale bennettii,NA,NA,NA,EN
13637,Cynomops abrasus,NA,NA,NA,DD
13639,Cynomops greenhalli,NA,NA,NA,LC
136611,Cynomops mexicanus,NA,NA,NA,LC
87993512,Cynomops milleri,NA,NA,NA,LC
87993365,Cynomops paranus,NA,NA,NA,DD
13642,Cynomops planirostris,NA,NA,NA,LC
42453,Cynomys gunnisoni,NA,NA,NA,LC
42454,Cynomys leucurus,NA,NA,NA,LC
6091,Cynomys ludovicianus,NA,NA,NA,LC
6089,Cynomys mexicanus,NA,NA,NA,EN
6090,Cynomys parvidens,NA,NA,NA,EN
6103,Cynopterus brachyotis,NA,NA,NA,LC
6104,Cynopterus horsfieldii,NA,NA,NA,LC
136798,Cynopterus luzoniensis,NA,NA,NA,LC
136423,Cynopterus minutus,NA,NA,NA,LC
6105,Cynopterus nusatenggara,NA,NA,NA,LC
6106,Cynopterus sphinx,NA,NA,NA,LC
6107,Cynopterus titthaecheilus,NA,NA,NA,LC
6204,Cystophora cristata,NA,NA,NA,VU
6206,Cyttarops alecto,NA,NA,NA,LC
6219,Dacnomys millardi,NA,NA,NA,DD
6220,Dactylomys boliviensis,NA,NA,NA,LC
6221,Dactylomys dactylinus,NA,NA,NA,LC
6222,Dactylomys peruanus,NA,NA,NA,DD
6225,Dactylonax palpator,NA,NA,NA,LC
6223,Dactylopsila megalura,NA,NA,NA,LC
6224,Dactylopsila tatei,NA,NA,NA,EN
6226,Dactylopsila trivirgata,NA,NA,NA,LC
42188,Dama dama,NA,NA,NA,LC
6235,Damaliscus lunatus,NA,NA,NA,LC
6241,Damaliscus lunatus ssp. jimela,jimela,ssp.,NA,VU
6238,Damaliscus lunatus ssp. korrigum,korrigum,ssp.,NA,EN
6240,Damaliscus lunatus ssp. lunatus,lunatus,ssp.,NA,LC
136860,Damaliscus lunatus ssp. superstes,superstes,ssp.,NA,VU
6242,Damaliscus lunatus ssp. tiang,tiang,ssp.,NA,LC
6243,Damaliscus lunatus ssp. topi,topi,ssp.,NA,EN
30208,Damaliscus pygargus,NA,NA,NA,LC
30209,Damaliscus pygargus ssp. phillipsi,phillipsi,ssp.,NA,LC
6236,Damaliscus pygargus ssp. pygargus,pygargus,ssp.,NA,VU
6232,Dama mesopotamica,NA,NA,NA,EN
6267,Dasycercus blythi,NA,NA,NA,LC
6266,Dasycercus cristicauda,NA,NA,NA,NT
40527,Dasykaluta rosamondae,NA,NA,NA,LC
6268,Dasymys foxi,NA,NA,NA,DD
6269,Dasymys incomtus,NA,NA,NA,LC
6270,Dasymys montanus,NA,NA,NA,EN
6271,Dasymys nudipes,NA,NA,NA,DD
6272,Dasymys rufulus,NA,NA,NA,LC
6278,Dasyprocta azarae,NA,NA,NA,DD
6279,Dasyprocta coibae,NA,NA,NA,VU
89497187,Dasyprocta croconota,NA,NA,NA,DD
6281,Dasyprocta fuliginosa,NA,NA,NA,LC
6282,Dasyprocta guamara,NA,NA,NA,NT
89531729,Dasyprocta iacki,NA,NA,NA,DD
6283,Dasyprocta kalinowskii,NA,NA,NA,DD
89497102,Dasyprocta leporina,NA,NA,NA,LC
6285,Dasyprocta mexicana,NA,NA,NA,CR
6286,Dasyprocta prymnolopha,NA,NA,NA,LC
89497686,Dasyprocta punctata,NA,NA,NA,LC
6287,Dasyprocta ruatanica,NA,NA,NA,EN
89497716,Dasyprocta variegata,NA,NA,NA,DD
6288,Dasypus hybridus,NA,NA,NA,NT
6289,Dasypus kappleri,NA,NA,NA,LC
6290,Dasypus novemcinctus,NA,NA,NA,LC
6291,Dasypus pilosus,NA,NA,NA,DD
6292,Dasypus sabanicola,NA,NA,NA,NT
6293,Dasypus septemcinctus,NA,NA,NA,LC
61924,Dasypus yepesi,NA,NA,NA,DD
6265,Dasyuroides byrnei,NA,NA,NA,VU
6299,Dasyurus albopunctatus,NA,NA,NA,NT
6294,Dasyurus geoffroii,NA,NA,NA,NT
6295,Dasyurus hallucatus,NA,NA,NA,EN
6300,Dasyurus maculatus,NA,NA,NA,NT
6301,Dasyurus spartacus,NA,NA,NA,NT
6296,Dasyurus viverrinus,NA,NA,NA,EN
6302,Daubentonia madagascariensis,NA,NA,NA,EN
6313,Delanymys brooksi,NA,NA,NA,VU
136338,Delomys collinus,NA,NA,NA,LC
6329,Delomys dorsalis,NA,NA,NA,LC
6330,Delomys sublineatus,NA,NA,NA,LC
6335,Delphinapterus leucas,NA,NA,NA,LC
61442,Delphinapterus leucas Cook Inlet subpopulation,NA,NA,Cook Inlet subpopulation,CR
6337,Delphinus capensis,NA,NA,NA,DD
6336,Delphinus delphis,NA,NA,NA,LC
41762,Delphinus delphis Mediterranean subpopulation,NA,NA,Mediterranean subpopulation,EN
133729,Delphinus delphis ssp. ponticus,ponticus,ssp.,NA,VU
738,Deltamys kempi,NA,NA,NA,LC
6405,Dendrogale melanura,NA,NA,NA,DD
41490,Dendrogale murina,NA,NA,NA,LC
6409,Dendrohyrax arboreus,NA,NA,NA,LC
6410,Dendrohyrax dorsalis,NA,NA,NA,LC
136599,Dendrohyrax validus,NA,NA,NA,NT
6426,Dendrolagus bennettianus,NA,NA,NA,NT
6427,Dendrolagus dorianus,NA,NA,NA,VU
6429,Dendrolagus goodfellowi,NA,NA,NA,EN
6431,Dendrolagus inustus,NA,NA,NA,VU
6432,Dendrolagus lumholtzi,NA,NA,NA,NT
6433,Dendrolagus matschiei,NA,NA,NA,EN
136668,Dendrolagus mayri,NA,NA,NA,CR
6437,Dendrolagus mbaiso,NA,NA,NA,EN
136732,Dendrolagus notatus,NA,NA,NA,EN
136696,Dendrolagus pulcherrimus,NA,NA,NA,CR
6435,Dendrolagus scottae,NA,NA,NA,CR
6436,Dendrolagus spadix,NA,NA,NA,VU
136812,Dendrolagus stellarum,NA,NA,NA,VU
6434,Dendrolagus ursinus,NA,NA,NA,VU
6440,Dendromus insignis,NA,NA,NA,LC
6439,Dendromus kahuziensis,NA,NA,NA,CR
6441,Dendromus kivu,NA,NA,NA,LC
45958985,Dendromus lachaisei,NA,NA,NA,DD
6442,Dendromus lovati,NA,NA,NA,LC
6443,Dendromus melanotis,NA,NA,NA,LC
6444,Dendromus mesomelas,NA,NA,NA,LC
6445,Dendromus messorius,NA,NA,NA,LC
6446,Dendromus mystacalis,NA,NA,NA,LC
6447,Dendromus nyikae,NA,NA,NA,LC
6448,Dendromus oreas,NA,NA,NA,LC
45959000,Dendromus ruppi,NA,NA,NA,DD
6449,Dendromus vernayi,NA,NA,NA,DD
6483,Dendroprionomys rousseloti,NA,NA,NA,DD
6490,Deomys ferrugineus,NA,NA,NA,LC
6491,Dephomys defua,NA,NA,NA,LC
2122,Dermanura anderseni,NA,NA,NA,LC
2123,Dermanura azteca,NA,NA,NA,LC
83683094,Dermanura bogotensis,NA,NA,NA,LC
2124,Dermanura cinerea,NA,NA,NA,LC
83683065,Dermanura glauca,NA,NA,NA,LC
2129,Dermanura gnoma,NA,NA,NA,LC
83683287,Dermanura phaeotis,NA,NA,NA,LC
136505,Dermanura rosenbergi,NA,NA,NA,DD
2140,Dermanura tolteca,NA,NA,NA,LC
99586593,Dermanura watsoni,NA,NA,NA,LC
6506,Desmana moschata,NA,NA,NA,EN
6508,Desmodilliscus braueri,NA,NA,NA,LC
6509,Desmodillus auricularis,NA,NA,NA,LC
6510,Desmodus rotundus,NA,NA,NA,LC
6511,Desmomys harringtoni,NA,NA,NA,LC
45052,Desmomys yaldeni,NA,NA,NA,VU
6520,Diaemus youngi,NA,NA,NA,LC
6553,Dicerorhinus sumatrensis,NA,NA,NA,CR
6557,Diceros bicornis,NA,NA,NA,CR
39318,Diceros bicornis ssp. bicornis,bicornis,ssp.,NA,VU
39319,Diceros bicornis ssp. longipes,longipes,ssp.,NA,EX
39320,Diceros bicornis ssp. michaeli,michaeli,ssp.,NA,CR
39321,Diceros bicornis ssp. minor,minor,ssp.,NA,CR
6561,Diclidurus albus,NA,NA,NA,LC
6562,Diclidurus ingens,NA,NA,NA,DD
6563,Diclidurus isabella,NA,NA,NA,LC
6564,Diclidurus scutatus,NA,NA,NA,LC
42618,Dicrostonyx groenlandicus,NA,NA,NA,LC
42619,Dicrostonyx hudsonius,NA,NA,NA,LC
42620,Dicrostonyx nelsoni,NA,NA,NA,LC
6567,Dicrostonyx nunatakensis,NA,NA,NA,LC
42622,Dicrostonyx richardsoni,NA,NA,NA,LC
6568,Dicrostonyx torquatus,NA,NA,NA,LC
39974,Dicrostonyx unalascensis,NA,NA,NA,DD
6569,Dicrostonyx vinogradovi,NA,NA,NA,DD
40489,Didelphis albiventris,NA,NA,NA,LC
40500,Didelphis aurita,NA,NA,NA,LC
136592,Didelphis imperfecta,NA,NA,NA,LC
40501,Didelphis marsupialis,NA,NA,NA,LC
136395,Didelphis pernigra,NA,NA,NA,LC
40502,Didelphis virginiana,NA,NA,NA,LC
6607,Dinaromys bogdanovi,NA,NA,NA,VU
6608,Dinomys branickii,NA,NA,NA,LC
6622,Diomys crumpi,NA,NA,NA,DD
6628,Diphylla ecaudata,NA,NA,NA,LC
6635,Diplogale hosei,NA,NA,NA,VU
41448,Diplomesodon pulchellum,NA,NA,NA,LC
6662,Diplomys caniceps,NA,NA,NA,DD
6663,Diplomys labilis,NA,NA,NA,LC
6671,Diplothrix legata,NA,NA,NA,EN
6684,Dipodomys agilis,NA,NA,NA,LC
42599,Dipodomys californicus,NA,NA,NA,LC
6685,Dipodomys compactus,NA,NA,NA,LC
6686,Dipodomys deserti,NA,NA,NA,LC
6675,Dipodomys elator,NA,NA,NA,VU
6676,Dipodomys gravipes,NA,NA,NA,CR
42600,Dipodomys heermanni,NA,NA,NA,LC
6678,Dipodomys ingens,NA,NA,NA,EN
92465716,Dipodomys merriami,NA,NA,NA,LC
42603,Dipodomys microps,NA,NA,NA,LC
6690,Dipodomys nelsoni,NA,NA,NA,LC
6683,Dipodomys nitratoides,NA,NA,NA,VU
6691,Dipodomys ordii,NA,NA,NA,LC
42604,Dipodomys panamintinus,NA,NA,NA,LC
92463503,Dipodomys phillipsii,NA,NA,NA,LC
136630,Dipodomys simulans,NA,NA,NA,LC
6693,Dipodomys spectabilis,NA,NA,NA,NT
6682,Dipodomys stephensi,NA,NA,NA,VU
42605,Dipodomys venustus,NA,NA,NA,LC
6705,Dipus sagitta,NA,NA,NA,LC
6765,Distoechurus pennatus,NA,NA,NA,LC
136374,Dobsonia anderseni,NA,NA,NA,LC
6772,Dobsonia beauforti,NA,NA,NA,LC
6773,Dobsonia chapmani,NA,NA,NA,CR
136571,Dobsonia crenulata,NA,NA,NA,LC
6774,Dobsonia emersa,NA,NA,NA,VU
6775,Dobsonia exoleta,NA,NA,NA,LC
6778,Dobsonia inermis,NA,NA,NA,LC
6770,Dobsonia minor,NA,NA,NA,LC
84882605,Dobsonia moluccensis,NA,NA,NA,LC
6776,Dobsonia pannietensis,NA,NA,NA,NT
6771,Dobsonia peronii,NA,NA,NA,LC
6777,Dobsonia praedatrix,NA,NA,NA,LC
6780,Dobsonia viridis,NA,NA,NA,LC
6785,Dolichotis patagonum,NA,NA,NA,NT
6786,Dolichotis salinicola,NA,NA,NA,LC
41598,Dologale dybowskii,NA,NA,NA,DD
6793,Dorcatragus megalotis,NA,NA,NA,VU
6794,Dorcopsis atrata,NA,NA,NA,CR
6795,Dorcopsis hageni,NA,NA,NA,LC
6799,Dorcopsis luctuosa,NA,NA,NA,VU
6800,Dorcopsis muelleri,NA,NA,NA,LC
6801,Dorcopsulus macleayi,NA,NA,NA,LC
6802,Dorcopsulus vanheurni,NA,NA,NA,NT
6820,Dremomys everetti,NA,NA,NA,LC
136313,Dremomys gularis,NA,NA,NA,LC
6821,Dremomys lokriah,NA,NA,NA,LC
6822,Dremomys pernyi,NA,NA,NA,LC
6823,Dremomys pyrrhomerus,NA,NA,NA,LC
6824,Dremomys rufigenis,NA,NA,NA,LC
6834,Dromiciops gliroides,NA,NA,NA,NT
6859,Dryomys laniger,NA,NA,NA,DD
40767,Dryomys niethammeri,NA,NA,NA,VU
6858,Dryomys nitedula,NA,NA,NA,LC
6909,Dugong dugon,NA,NA,NA,VU
6923,Dusicyon australis,NA,NA,NA,EX
82337482,Dusicyon avus,NA,NA,NA,EX
136356,Dyacopterus brooksi,NA,NA,NA,VU
6931,Dyacopterus spadiceus,NA,NA,NA,NT
41488,Dymecodon pilirostris,NA,NA,NA,LC
6979,Echimys chrysurus,NA,NA,NA,LC
6987,Echimys saturnus,NA,NA,NA,DD
136652,Echimys vieirai,NA,NA,NA,DD
40592,Echinops telfairi,NA,NA,NA,LC
40603,Echinosorex gymnura,NA,NA,NA,LC
136230,Echiothrix centrosa,NA,NA,NA,VU
7014,Echiothrix leucura,NA,NA,NA,EN
7015,Echymipera clara,NA,NA,NA,LC
7017,Echymipera davidi,NA,NA,NA,EN
7016,Echymipera echinista,NA,NA,NA,DD
7018,Echymipera kalubu,NA,NA,NA,LC
7019,Echymipera rufescens,NA,NA,NA,LC
7030,Ectophylla alba,NA,NA,NA,NT
7083,Eidolon dupreanum,NA,NA,NA,VU
7084,Eidolon helvum,NA,NA,NA,NT
41644,Eira barbara,NA,NA,NA,LC
7112,Elaphodus cephalophus,NA,NA,NA,NT
7121,Elaphurus davidianus,NA,NA,NA,EW
42658,Elephantulus brachyrhynchus,NA,NA,NA,LC
7136,Elephantulus edwardii,NA,NA,NA,LC
42659,Elephantulus fuscipes,NA,NA,NA,DD
42660,Elephantulus fuscus,NA,NA,NA,DD
42661,Elephantulus intufi,NA,NA,NA,LC
42662,Elephantulus myurus,NA,NA,NA,LC
165924,Elephantulus pilicaudus,NA,NA,NA,DD
7137,Elephantulus revoilii,NA,NA,NA,DD
42663,Elephantulus rozeti,NA,NA,NA,LC
42664,Elephantulus rufescens,NA,NA,NA,LC
7138,Elephantulus rupestris,NA,NA,NA,LC
7140,Elephas maximus,NA,NA,NA,EN
199856,Elephas maximus ssp. sumatranus,sumatranus,ssp.,NA,CR
7577,Eligmodontia moreni,NA,NA,NA,LC
7578,Eligmodontia morgani,NA,NA,NA,LC
7579,Eligmodontia puerulus,NA,NA,NA,LC
48303074,Eligmodontia typus,NA,NA,NA,LC
7619,Eliomys melanurus,NA,NA,NA,LC
136469,Eliomys munbyanus,NA,NA,NA,LC
7618,Eliomys quercinus,NA,NA,NA,NT
48267436,Eliurus antsingy,NA,NA,NA,DD
48266951,Eliurus carletoni,NA,NA,NA,LC
136251,Eliurus danieli,NA,NA,NA,LC
136325,Eliurus ellermani,NA,NA,NA,DD
29460,Eliurus grandidieri,NA,NA,NA,LC
7622,Eliurus majori,NA,NA,NA,LC
7621,Eliurus minor,NA,NA,NA,LC
7623,Eliurus myoxinus,NA,NA,NA,LC
7624,Eliurus penicillatus,NA,NA,NA,EN
136316,Eliurus petteri,NA,NA,NA,EN
7625,Eliurus tanala,NA,NA,NA,LC
7626,Eliurus webbi,NA,NA,NA,LC
7653,Ellobius alaicus,NA,NA,NA,DD
7654,Ellobius fuscocapillus,NA,NA,NA,LC
7655,Ellobius lutescens,NA,NA,NA,LC
7656,Ellobius talpinus,NA,NA,NA,LC
7657,Ellobius tancrei,NA,NA,NA,LC
7670,Emballonura alecto,NA,NA,NA,LC
7672,Emballonura beccarii,NA,NA,NA,LC
7673,Emballonura dianae,NA,NA,NA,LC
7667,Emballonura furax,NA,NA,NA,LC
7674,Emballonura monticola,NA,NA,NA,LC
7668,Emballonura raffrayana,NA,NA,NA,LC
7669,Emballonura semicaudata,NA,NA,NA,EN
41528,Emballonura serii,NA,NA,NA,LC
2130,Enchisthenes hartii,NA,NA,NA,LC
7750,Enhydra lutris,NA,NA,NA,EN
7781,Eoglaucomys fimbriatus,NA,NA,NA,LC
7782,Eolagurus luteus,NA,NA,NA,LC
7783,Eolagurus przewalskii,NA,NA,NA,LC
7786,Eonycteris major,NA,NA,NA,DD
136768,Eonycteris robusta,NA,NA,NA,NT
7787,Eonycteris spelaea,NA,NA,NA,LC
14118,Eospalax fontanierii,NA,NA,NA,LC
14121,Eospalax rothschildi,NA,NA,NA,LC
14122,Eospalax smithii,NA,NA,NA,LC
136507,Eothenomys cachinus,NA,NA,NA,LC
7797,Eothenomys chinensis,NA,NA,NA,LC
7798,Eothenomys custos,NA,NA,NA,LC
7801,Eothenomys melanogaster,NA,NA,NA,LC
136275,Eothenomys miletus,NA,NA,NA,LC
7802,Eothenomys olitor,NA,NA,NA,LC
7803,Eothenomys proditor,NA,NA,NA,LC
136196,Eothenomys wardi,NA,NA,NA,NT
7806,Eozapus setchuanus,NA,NA,NA,LC
41428,Episoriculus caudatus,NA,NA,NA,LC
41429,Episoriculus fumidus,NA,NA,NA,LC
41432,Episoriculus leucops,NA,NA,NA,LC
41433,Episoriculus macrurus,NA,NA,NA,LC
7899,Epixerus ebii,NA,NA,NA,LC
7901,Epomophorus angolensis,NA,NA,NA,NT
136351,Epomophorus anselli,NA,NA,NA,DD
44697,Epomophorus crypturus,NA,NA,NA,LC
7903,Epomophorus gambianus,NA,NA,NA,LC
7902,Epomophorus grandis,NA,NA,NA,DD
84457881,Epomophorus labiatus,NA,NA,NA,LC
7905,Epomophorus minimus,NA,NA,NA,LC
84458822,Epomophorus minor,NA,NA,NA,LC
7906,Epomophorus wahlbergi,NA,NA,NA,LC
7907,Epomops buettikoferi,NA,NA,NA,LC
7908,Epomops dobsonii,NA,NA,NA,LC
7909,Epomops franqueti,NA,NA,NA,LC
7912,Eptesicus andinus,NA,NA,NA,LC
7914,Eptesicus bobrinskoi,NA,NA,NA,LC
7915,Eptesicus bottae,NA,NA,NA,LC
7916,Eptesicus brasiliensis,NA,NA,NA,LC
136524,Eptesicus chiriquinus,NA,NA,NA,LC
7922,Eptesicus diminutus,NA,NA,NA,LC
7921,Eptesicus dimissus,NA,NA,NA,DD
7926,Eptesicus floweri,NA,NA,NA,LC
7927,Eptesicus furinalis,NA,NA,NA,LC
7928,Eptesicus fuscus,NA,NA,NA,LC
41531,Eptesicus gobiensis,NA,NA,NA,LC
7929,Eptesicus guadeloupensis,NA,NA,NA,EN
7931,Eptesicus hottentotus,NA,NA,NA,LC
7932,Eptesicus innoxius,NA,NA,NA,NT
85200107,Eptesicus isabellinus,NA,NA,NA,LC
136823,Eptesicus japonensis,NA,NA,NA,EN
7933,Eptesicus kobayashii,NA,NA,NA,DD
7935,Eptesicus nasutus,NA,NA,NA,LC
7910,Eptesicus nilssonii,NA,NA,NA,LC
7936,Eptesicus pachyotis,NA,NA,NA,LC
7937,Eptesicus platyops,NA,NA,NA,DD
7911,Eptesicus serotinus,NA,NA,NA,LC
88151044,Eptesicus taddeii,NA,NA,NA,DD
7942,Eptesicus tatei,NA,NA,NA,DD
7949,Equus africanus,NA,NA,NA,CR
41763,Equus ferus,NA,NA,NA,EN
7961,Equus ferus ssp. przewalskii,przewalskii,ssp.,NA,EN
7950,Equus grevyi,NA,NA,NA,EN
7951,Equus hemionus,NA,NA,NA,NT
7952,Equus hemionus ssp. hemionus,hemionus,ssp.,NA,NT
7962,Equus hemionus ssp. hemippus,hemippus,ssp.,NA,EX
7963,Equus hemionus ssp. khur,khur,ssp.,NA,NT
7964,Equus hemionus ssp. kulan,kulan,ssp.,NA,EN
7966,Equus hemionus ssp. onager,onager,ssp.,NA,EN
7953,Equus kiang,NA,NA,NA,LC
41013,Equus quagga,NA,NA,NA,NT
7957,Equus quagga ssp. quagga,quagga,ssp.,NA,EX
7960,Equus zebra,NA,NA,NA,VU
7958,Equus zebra ssp. hartmannae,hartmannae,ssp.,NA,VU
7959,Equus zebra ssp. zebra,zebra,ssp.,NA,VU
7994,Eremitalpa granti,NA,NA,NA,LC
7995,Eremodipus lichtensteini,NA,NA,NA,LC
15609,Eremoryzomys polius,NA,NA,NA,DD
8004,Erethizon dorsatum,NA,NA,NA,LC
8010,Erignathus barbatus,NA,NA,NA,LC
8012,Erignathus barbatus ssp. barbatus,barbatus,ssp.,NA,LC
8013,Erignathus barbatus ssp. nauticus,nauticus,ssp.,NA,LC
40604,Erinaceus amurensis,NA,NA,NA,LC
40605,Erinaceus concolor,NA,NA,NA,LC
29650,Erinaceus europaeus,NA,NA,NA,LC
136344,Erinaceus roumanicus,NA,NA,NA,LC
8032,Eropeplus canus,NA,NA,NA,VU
136247,Erophylla bombifrons,NA,NA,NA,LC
8033,Erophylla sezekorni,NA,NA,NA,LC
8073,Erythrocebus patas,NA,NA,NA,LC
8097,Eschrichtius robustus,NA,NA,NA,LC
8099,Eschrichtius robustus western subpopulation,NA,NA,western subpopulation,EN
8153,Eubalaena australis,NA,NA,NA,LC
133704,Eubalaena australis Chile-Peru subpopulation,NA,NA,Chile-Peru subpopulation,CR
41712,Eubalaena glacialis,NA,NA,NA,EN
41711,Eubalaena japonica,NA,NA,NA,EN
133706,Eubalaena japonica Northeast Pacific subpopulation,NA,NA,Northeast Pacific subpopulation,CR
8162,Euchoreutes naso,NA,NA,NA,LC
8166,Euderma maculatum,NA,NA,NA,LC
80263386,Eudiscoderma thongareeae,NA,NA,NA,CR
8168,Eudiscopus denticulus,NA,NA,NA,LC
8992,Eudorcas albonotata,NA,NA,NA,LC
8973,Eudorcas rufifrons,NA,NA,NA,VU
8974,Eudorcas rufina,NA,NA,NA,DD
8982,Eudorcas thomsonii,NA,NA,NA,LC
8991,Eudorcas tilonura,NA,NA,NA,EN
8204,Eulemur albifrons,NA,NA,NA,EN
8205,Eulemur cinereiceps,NA,NA,NA,CR
8206,Eulemur collaris,NA,NA,NA,EN
8199,Eulemur coronatus,NA,NA,NA,EN
8211,Eulemur flavifrons,NA,NA,NA,CR
8207,Eulemur fulvus,NA,NA,NA,NT
8212,Eulemur macaco,NA,NA,NA,VU
8202,Eulemur mongoz,NA,NA,NA,CR
8203,Eulemur rubriventer,NA,NA,NA,VU
136269,Eulemur rufifrons,NA,NA,NA,NT
8209,Eulemur rufus,NA,NA,NA,VU
8210,Eulemur sanfordi,NA,NA,NA,EN
8239,Eumetopias jubatus,NA,NA,NA,NT
17367725,Eumetopias jubatus ssp. jubatus,jubatus,ssp.,NA,EN
17345844,Eumetopias jubatus ssp. monteriensis,monteriensis,ssp.,NA,LC
8241,Eumops auripendulus,NA,NA,NA,LC
87993837,Eumops bonariensis,NA,NA,NA,LC
8243,Eumops dabbenei,NA,NA,NA,LC
87993965,Eumops delticus,NA,NA,NA,DD
136433,Eumops floridanus,NA,NA,NA,VU
87994083,Eumops glaucinus,NA,NA,NA,LC
8245,Eumops hansae,NA,NA,NA,LC
8246,Eumops maurus,NA,NA,NA,DD
87994060,Eumops nanus,NA,NA,NA,LC
136825,Eumops patagonicus,NA,NA,NA,LC
8247,Eumops perotis,NA,NA,NA,LC
136809,Eumops trumbulli,NA,NA,NA,LC
8248,Eumops underwoodi,NA,NA,NA,LC
87993523,Eumops wilsoni,NA,NA,NA,DD
8256,Euneomys chinchilloides,NA,NA,NA,DD
136261,Euneomys fossor,NA,NA,NA,DD
8257,Euneomys mordax,NA,NA,NA,LC
8258,Euneomys petersoni,NA,NA,NA,LC
8265,Euoticus elegantulus,NA,NA,NA,LC
8266,Euoticus pallidus,NA,NA,NA,LC
40002,Euoticus pallidus ssp. pallidus,pallidus,ssp.,NA,EN
136892,Euoticus pallidus ssp. talboti,talboti,ssp.,NA,LC
8269,Eupetaurus cinereus,NA,NA,NA,EN
8306,Euphractus sexcinctus,NA,NA,NA,LC
68336601,Eupleres goudotii,NA,NA,NA,VU
39547,Eupleres major,NA,NA,NA,EN
41459,Euroscaptor grandis,NA,NA,NA,LC
41460,Euroscaptor klossi,NA,NA,NA,LC
41461,Euroscaptor longirostris,NA,NA,NA,LC
41462,Euroscaptor micrura,NA,NA,NA,LC
8385,Euroscaptor mizura,NA,NA,NA,LC
8386,Euroscaptor parvidens,NA,NA,NA,DD
45955241,Euroscaptor subanura,NA,NA,NA,DD
29402,Euryoryzomys emmonsae,NA,NA,NA,DD
15602,Euryoryzomys lamia,NA,NA,NA,VU
15603,Euryoryzomys legatus,NA,NA,NA,LC
15605,Euryoryzomys macconnelli,NA,NA,NA,LC
